Machine_ID,Hour,Avg_Anomaly_Score
1,2025-01-01 01:00:00,0.3226449248349455
1,2025-01-01 02:00:00,0.9396054115855295
1,2025-01-01 03:00:00,0.7353799993596934
1,2025-01-01 04:00:00,0.38257743354970686
1,2025-01-01 06:00:00,0.10237509367367346
1,2025-01-01 07:00:00,0.07558829368880916
1,2025-01-01 08:00:00,0.2511264903440569
1,2025-01-01 11:00:00,0.4553503304850413
1,2025-01-01 12:00:00,0.3389674973392405
1,2025-01-01 13:00:00,0.2540963355586448
1,2025-01-01 15:00:00,0.4149442553266366
1,2025-01-01 17:00:00,0.3402591660462828
1,2025-01-01 18:00:00,0.20845612750679593
1,2025-01-01 20:00:00,0.16182806342916195
1,2025-01-01 21:00:00,0.19322897671157982
1,2025-01-01 22:00:00,0.3836585369569132
1,2025-01-02 00:00:00,0.23533897725989786
1,2025-01-02 03:00:00,0.1756660607676525
1,2025-01-02 06:00:00,0.23534506145529602
1,2025-01-02 07:00:00,0.33885130572607736
1,2025-01-02 11:00:00,0.32071972202609467
1,2025-01-02 12:00:00,0.27645409183972414
1,2025-01-02 13:00:00,0.30582050379103826
1,2025-01-02 14:00:00,0.23604564490482371
1,2025-01-02 15:00:00,0.2864061850779149
1,2025-01-02 18:00:00,0.4666980821409148
1,2025-01-02 19:00:00,0.4845286215055256
1,2025-01-02 21:00:00,0.43202553307374075
1,2025-01-02 22:00:00,0.3097924354687608
1,2025-01-03 00:00:00,0.1600639531548566
1,2025-01-03 01:00:00,0.297577043453664
1,2025-01-03 03:00:00,0.20927218440704887
1,2025-01-03 05:00:00,0.3685124355973382
1,2025-01-03 06:00:00,0.28858679374802665
1,2025-01-03 07:00:00,0.3259984215883714
1,2025-01-03 08:00:00,0.2623645616772847
1,2025-01-03 10:00:00,0.2890226388870982
1,2025-01-03 11:00:00,0.25537715650335596
1,2025-01-03 13:00:00,0.19256306254591188
1,2025-01-03 14:00:00,0.16786711927962172
1,2025-01-03 15:00:00,0.4219130457632948
1,2025-01-03 17:00:00,0.4919879026950582
1,2025-01-03 18:00:00,0.5176485038349404
1,2025-01-03 19:00:00,0.17050532699559764
1,2025-01-03 21:00:00,0.30587386957228896
1,2025-01-03 23:00:00,0.1515336980416344
1,2025-01-04 00:00:00,0.3783191407310521
1,2025-01-04 01:00:00,0.3217150678958588
1,2025-01-04 02:00:00,0.2712115258434385
1,2025-01-04 03:00:00,0.1402453474760488
1,2025-01-04 04:00:00,0.22803650309973053
1,2025-01-04 05:00:00,0.1241164116039573
1,2025-01-04 07:00:00,0.3517242378440409
1,2025-01-04 08:00:00,0.4616104581052036
1,2025-01-04 09:00:00,0.16861329824717033
1,2025-01-04 10:00:00,0.25110482924193267
1,2025-01-04 12:00:00,0.33725567260372424
1,2025-01-04 15:00:00,0.2980192511273016
1,2025-01-04 17:00:00,0.26063345726824244
1,2025-01-04 19:00:00,0.36194868908167577
1,2025-01-04 21:00:00,0.31630533723793786
1,2025-01-04 22:00:00,0.17628152295043822
1,2025-01-04 23:00:00,0.18490734699749664
1,2025-01-05 00:00:00,0.2443071758056748
1,2025-01-05 01:00:00,0.31430086783700395
1,2025-01-05 02:00:00,0.2867484553473224
1,2025-01-05 03:00:00,0.1851165295594001
1,2025-01-05 05:00:00,0.10100052793495463
1,2025-01-05 08:00:00,0.10335356373100024
1,2025-01-05 09:00:00,0.1416061644367125
1,2025-01-05 11:00:00,0.38781656461939346
1,2025-01-05 13:00:00,0.18732831179816883
1,2025-01-05 14:00:00,0.5415355063773346
1,2025-01-05 15:00:00,0.23062077549290966
