Machine_ID,Episode_Start,Episode_End,Duration_Records,Anomaly_Score_Before,Anomaly_Score_During,Anomaly_Score_After,Anomaly_Score_Delta,Temperature_C_Before,Temperature_C_During,Temperature_C_After,Temperature_C_Delta,Vibration_Hz_Before,Vibration_Hz_During,Vibration_Hz_After,Vibration_Hz_Delta,Error_Rate_%_Before,Error_Rate_%_During,Error_Rate_%_After,Error_Rate_%_Delta,Predictive_Maintenance_Score_Before,Predictive_Maintenance_Score_During,Predictive_Maintenance_Score_After,Predictive_Maintenance_Score_Delta,Network_Stress_Before,Network_Stress_During,Network_Stress_After,Network_Stress_Delta
1,2025-01-01 02:13:00,2025-01-01 03:05:00,3,0.3226449248349455,0.9057911453659275,0.30828160530960314,-0.014363319525342366,74.219,66.10333333333334,57.288,-16.930999999999997,3.1375,4.3549999999999995,2.4532,-0.6843000000000004,5.606999999999999,9.237,4.7154,-0.8915999999999995,0.362,0.24433333333333332,0.31860000000000005,-0.04339999999999994,0.32641000000000003,0.39734,0.5004299999999999,0.1740199999999999
1,2025-01-01 12:52:00,2025-01-01 13:09:00,2,0.33049787631935723,0.3968819657622987,0.29818183522062924,-0.03231604109872799,53.428200000000004,43.7855,57.949,4.520799999999994,3.3519999999999994,2.4685,1.9746,-1.3773999999999995,8.204,8.7805,7.1382,-1.0658000000000003,0.6652,0.494,0.3638,-0.3014,0.502238,0.427925,0.613076,0.11083799999999999
1,2025-01-02 03:09:00,2025-01-02 03:09:00,1,0.3080993462736529,0.29607373456720404,0.21206086316659625,-0.09603848310705662,70.5292,57.407,56.569399999999995,-13.959800000000008,1.5856,0.517,1.8960000000000001,0.31040000000000023,9.204799999999999,6.623,5.9677999999999995,-3.236999999999999,0.5688000000000001,0.188,0.5067999999999999,-0.062000000000000166,0.597766,0.37438,0.459612,-0.138154
1,2025-01-02 18:32:00,2025-01-02 18:32:00,1,0.2740276964939278,0.4957527326216369,0.41453614355319796,0.14050844705927018,46.5128,82.432,61.137,14.624200000000002,1.6774,1.188,3.5504000000000007,1.8730000000000007,2.7098,2.751,7.768800000000001,5.059000000000001,0.44939999999999997,0.828,0.23000000000000004,-0.21939999999999993,0.5772700000000001,0.74159,0.59659,0.019319999999999893
1,2025-01-04 17:27:00,2025-01-04 17:27:00,1,0.3127153288976952,0.4082085665367559,0.2287750840440438,-0.0839402448536514,51.8716,51.244,67.299,15.427400000000006,2.524,0.241,3.1014000000000004,0.5774000000000004,4.233200000000001,4.756,9.645199999999999,5.411999999999998,0.7336,0.685,0.5132,-0.22040000000000004,0.43743,0.73448,0.5254939999999999,0.08806399999999992
1,2025-01-05 14:38:00,2025-01-05 14:38:00,1,0.33314264106597224,0.7681358130811574,0.30089772040604307,-0.03224492065992918,71.6412,86.209,68.51060000000001,-3.130599999999987,2.4939999999999998,0.842,2.3262,-0.16779999999999973,6.709999999999999,14.441,6.777799999999999,0.06780000000000008,0.4364,0.393,0.5484,0.11199999999999999,0.24823399999999998,0.05464,0.7803859999999999,0.532152
1,2025-01-05 17:30:00,2025-01-05 17:30:00,1,0.4150258381052875,0.4980538349033915,0.24053072086504873,-0.17449511724023875,71.3176,58.707,64.2662,-7.051400000000001,1.565,2.603,2.3582,0.7932000000000001,10.408600000000002,3.78,6.028599999999999,-4.380000000000003,0.3798,0.891,0.5398,0.15999999999999992,0.302006,0.78125,0.762264,0.46025800000000006
1,2025-01-06 05:32:00,2025-01-06 05:32:00,1,0.36860883057575683,0.7462852132580943,0.2299391952082527,-0.13866963536750412,63.877199999999995,53.679,59.069,-4.808199999999992,1.6782,4.578,2.4143999999999997,0.7361999999999997,9.1654,14.99,7.999599999999999,-1.1658000000000008,0.32199999999999995,0.567,0.29839999999999994,-0.02360000000000001,0.6626860000000001,0.50788,0.36583200000000005,-0.29685400000000006
1,2025-01-06 13:10:00,2025-01-06 13:10:00,1,0.3227013370816257,0.28247450389122913,0.333260021008801,0.010558683927175294,55.12080000000001,73.42,58.685,3.5641999999999925,2.7998,2.651,4.069599999999999,1.2697999999999996,9.705400000000001,6.461,4.606,-5.099400000000001,0.4096,0.011,0.41879999999999995,0.00919999999999993,0.368406,0.49501000000000006,0.5456540000000001,0.17724800000000007
1,2025-01-06 17:26:00,2025-01-06 17:26:00,1,0.28270430479345887,0.5559125995336953,0.1833188404900691,-0.09938546430338976,64.756,32.636,66.00800000000001,1.2520000000000095,3.6125999999999996,3.297,3.1574000000000004,-0.45519999999999916,4.7624,2.726,7.0518,2.2893999999999997,0.417,0.574,0.37560000000000004,-0.04139999999999994,0.418698,0.81152,0.39507000000000003,-0.023627999999999982
1,2025-01-07 02:31:00,2025-01-07 02:31:00,1,0.18132248432607775,0.4503749513392305,0.2912200656277458,0.10989758130166807,75.3976,86.738,62.806999999999995,-12.590600000000002,1.7700000000000002,3.07,1.5310000000000001,-0.2390000000000001,7.108999999999999,14.155,6.230600000000001,-0.8783999999999983,0.39139999999999997,0.86,0.35540000000000005,-0.03599999999999992,0.43975800000000004,0.50247,0.5530600000000001,0.11330200000000007
1,2025-01-07 03:42:00,2025-01-07 03:42:00,1,0.2542726615086281,0.3654640449553137,0.31029903678883813,0.05602637528021004,68.76000000000002,39.227,66.54499999999999,-2.215000000000032,1.7172,2.399,1.6463999999999999,-0.0708000000000002,8.9952,2.917,7.263800000000001,-1.7313999999999998,0.5694,0.042,0.613,0.04359999999999997,0.44996,0.49514,0.74295,0.29299
1,2025-01-07 18:49:00,2025-01-07 18:49:00,1,0.3443930072509665,0.6079548132482971,0.22396048358064022,-0.12043252367032628,56.090599999999995,71.225,71.19660000000002,15.106000000000023,1.5722,2.396,3.023,1.4508,8.0246,12.765,5.4888,-2.535799999999999,0.6028,0.99,0.5317999999999999,-0.07100000000000006,0.6559060000000001,0.67492,0.46916399999999997,-0.18674200000000013
1,2025-01-08 15:12:00,2025-01-08 15:12:00,1,0.24335506615748453,0.4424692204511241,0.19775189168674215,-0.045603174470742386,53.9384,75.035,51.793000000000006,-2.145399999999995,2.1748000000000003,0.247,2.6502000000000003,0.47540000000000004,10.275400000000001,3.719,9.019,-1.256400000000001,0.5158,0.796,0.4434,-0.07240000000000002,0.41271399999999997,0.70093,0.467634,0.054920000000000024
1,2025-01-08 21:16:00,2025-01-08 21:16:00,1,0.18265908642655226,0.37065253651767865,0.32993768786369637,0.1472786014371441,52.77759999999999,37.83,63.949799999999996,11.172200000000004,2.982,4.259,3.2224000000000004,0.24040000000000017,7.6736,10.417,7.947,0.27339999999999964,0.7197999999999999,0.347,0.3712,-0.3485999999999999,0.5289659999999999,0.57925,0.594924,0.06595800000000007
1,2025-01-09 00:27:00,2025-01-09 00:53:00,2,0.2882096915038983,0.505417775830016,0.29721843550259874,0.009008743998700441,59.0606,66.62,61.5616,2.5009999999999977,3.1042,3.9065,3.2723999999999998,0.16819999999999968,7.033799999999999,10.312000000000001,7.955800000000001,0.9220000000000015,0.4154,0.219,0.45280000000000004,0.037400000000000044,0.635228,0.375185,0.533302,-0.10192599999999996
1,2025-01-09 01:37:00,2025-01-09 01:37:00,1,0.43614485045474105,0.4467662116997054,0.33768636158720333,-0.09845848886753772,74.0832,70.458,49.42900000000001,-24.654199999999996,2.5025999999999997,4.688,2.4644,-0.03819999999999979,8.1082,13.038,9.011199999999999,0.9029999999999987,0.38239999999999996,0.933,0.3276,-0.05479999999999996,0.6176680000000001,0.46663000000000004,0.48308999999999996,-0.13457800000000014
